"ligand","receptor"
"Il16","Kcnj4"
"Il17a","Il17ra"
"Il17a","Il17rc"
"Il17b","Il17rb"
"Il17c","Il17ra"
"Il17c","Il17re"
"Il17f","Il17ra"
"Il17f","Il17rc"
"Il18","Il18r1"
"Il18","Il18rap"
"Il18","Il1rapl1"
"Il18","Il1rl2"
"Il18bp","Il6ra"
"Il18bp","Kir3dl2"
"Il18bp","Kir3dl1"
"Il18bp","Mag"
"Il19","Il20ra"
"Il19","Il20rb"
"Il1a","Il1r1"
"Il1a","Il1r2"
"Il1a","Il1rap"
"Il1b","Adrb2"
"Il1b","Il12rb2"
"Il1b","Il1r1"
"Il1b","Il1r2"
"Il1b","Il1rap"
"Il1f10","Il1r1"
"Il1f10","Il1rapl1"
"Il1f10","Il1rapl2"
"Il1f10","Il1rl2"
"Il1f10","Sigirr"
"Il1rn","Il1r1"
"Il1rn","Il1r2"
"Il1rn","Il1rl2"
"Il2","Cd53"
"Il2","Il2ra"
"Il2","Il2rb"
"Il2","Il2rg"
"Il2","Ngfr"
"Il20","Il20ra"
"Il20","Il20rb"
"Il20","Il22ra1"
"Il21","Il21r"
"Il21","Il2rg"
"Il21","Il4ra"
"Il22","Il10ra"
"Il22","Il10rb"
"Il22","Il20ra"
"Il22","Il20rb"
"Il22","Il22ra1"
"Il22","Il22ra2"
"Il22b","Il10ra"
"Il22b","Il10rb"
"Il22b","Il20ra"
"Il22b","Il20rb"
"Il22b","Il22ra1"
"Il22b","Il22ra2"
"Il23a","Gp6"
"Il23a","Il12rb1"
"Il23a","Il12rb2"
"Il23a","Il23r"
"Il23a","Siglech"
"Il23a","Siglecf"
"Il23a","Cd33"
"Il24","Il10rb"
"Il24","Il20ra"
"Il24","Il20rb"
"Il24","Il22ra1"
"Il25","Il17ra"
"Il25","Il17rb"
"Il27","Il27ra"
"Il3","Bcl2"
"Il3","Csf2ra"
"Il3","Csf2rb"
"Il3","Csf2rb2"
"Il3","Il3ra"
"Il31","Il31ra"
"Il31","Osmr"
"Il33","Il1rap"
"Il33","Il1rl1"
"Il34","Csf1r"
"Il34","Ptprz1"
"Il36a","Il1rap"
"Il36a","Il1rl2"
"Il36b","Il1rap"
"Il36b","Il1rl2"
"Il36g","Ifnar1"
"Il36g","Ifnar2"
"Il36g","Il1rap"
"Il36g","Il1rl2"
"Il36rn","Il1rap"
"Il36rn","Il1rl2"
"Il4","Cd53"
"Il4","Il13ra1"
"Il4","Il13ra2"
"Il4","Il2rg"
"Il4","Il4ra"
"Il5","Csf2rb"
"Il5","Csf2rb2"
"Il5","Il5ra"
"Il6","Il6ra"
"Il6","Il6st"
"Il7","Il2rg"
"Il7","Il7r"
"Il9","Il2rg"
"Il9","Il9r"
"Ildr2","Clec12b"
"Ildr2","Csf2rb"
"Ildr2","Csf2rb2"
"Ildr2","Flt4"
"Ildr2","Igsf21"
"Impg2","Cadm3"
"Impg2","Prlr"
"Inha","Acvr1"
"Inha","Acvr1b"
"Inha","Acvr2a"
"Inha","Acvr2b"
"Inha","Tgfbr3"
"Inhba","Acvr1"
"Inhba","Acvr1b"
"Inhba","Acvr1c"
"Inhba","Acvr2a"
"Inhba","Acvr2b"
"Inhba","Bambi"
"Inhba","Eng"
"Inhba","Tgfbr3"
"Inhbb","Acvr1"
"Inhbb","Acvr1b"
"Inhbb","Acvr1c"
"Inhbb","Acvr2a"
"Inhbb","Acvr2b"
"Inhbb","Bambi"
"Inhbb","Cfc1"
"Inhbc","Acvr1"
"Inhbc","Acvr1b"
"Inhbc","Acvr2a"
"Inhbc","Acvr2b"
"Inhbe","Acvr1"
"Inhbe","Acvr1b"
"Inhbe","Acvr2a"
"Inhbe","Acvr2b"
"Ins1","Igf1r"
"Ins1","Insr"
"Ins1","Lrp2"
"Ins2","Igf1r"
"Ins2","Insr"
"Ins2","Lrp2"
"Insl3","Adcyap1r1"
"Insl3","Adrb2"
"Insl3","Adrb3"
"Insl3","Gpr20"
"Insl3","Gpr84"
"Insl3","Pth1r"
"Insl3","Ramp2"
"Insl3","Ramp3"
"Insl3","Rxfp1"
"Insl3","Rxfp2"
"Insl3","Tshr"
"Insl3","Vipr1"
"Insl5","Adra2a"
"Insl5","Grm7"
"Insl5","Mtnr1a"
"Insl5","Rxfp3"
"Insl5","Rxfp4"
"Itga4","Vcam1"
"Itga9","Vcam1"
"Itgal","Cd226"
"Itgal","Icam1"
"Itgam","Icam1"
"Itgb1","Vcam1"
"Itgb2","Cd226"
"Itgb2","Cd82"
"Itgb2","Icam1"
"Itgb2","Thy1"
"Itgb2l","Cd226"
"Itgb2l","Cd82"
"Itgb2l","Icam1"
"Itgb2l","Thy1"
"Itih2","Fcer1a"
"Itm2b","Ror2"
"Izumo1","Cd9"
"Izumo1","Izumo1r"
"Izumo1","Lilra5"
"Jag1","Cd46"
"Jag1","Notch1"
"Jag1","Notch2"
"Jag1","Notch3"
"Jag1","Notch4"
"Jag2","Notch1"
"Jag2","Notch2"
"Jag2","Notch3"
"Jag2","Notch4"
"Jam2","F11r"
"Jam2","Itga3"
"Jam2","Itga4"
"Jam2","Itgav"
"Jam2","Itgb1"
"Jam2","Jam2"
"Jam2","Jam3"
"Jam3","F11r"
"Jam3","Itgam"
"Jam3","Gm49368"
"Jam3","Itgb1"
"Jam3","Itgb2"
"Jam3","Itgb2l"
"Jam3","Jam2"
"Jam3","Jam3"
"Jaml","Cd320"
"Jaml","Cxadr"
"Jaml","Gm1123"
"Kcna1","Cntn1"
"Kcna1","Cntnap1"
"Kcna1","Rtn4"
"Kirrel","Kirrel"
"Kirrel3","Cd33"
"Kiss1","Kiss1r"
"Kitl","Epor"
"Kitl","Kit"
"Kitl","Lrrn3"
"Kl","Fgfr1"
"Kl","Fgfr3"
"Kl","Fgfr4"
"Kl","Igf1r"
"Kl","Insr"
"Kl","Trpv5"
"Kl","Trpv6"
"Klk1","Epor"
"Klk1","Ntrk1"
"Klk1b1","Epor"
"Klk1b1","Ntrk1"
"Klk1b11","Epor"
"Klk1b11","Ntrk1"
"Klk1b16","Epor"
"Klk1b16","Ntrk1"
"Klk1b21","Epor"
"Klk1b21","Ntrk1"
"Klk1b22","Epor"
"Klk1b22","Ntrk1"
"Klk1b24","Epor"
"Klk1b24","Ntrk1"
"Klk1b26","Epor"
"Klk1b26","Ntrk1"
"Klk1b27","Epor"
"Klk1b27","Ntrk1"
"Klk1b3","Epor"
"Klk1b3","Ntrk1"
"Klk1b4","Epor"
"Klk1b4","Ntrk1"
"Klk1b5","Epor"
"Klk1b5","Ntrk1"
"Klk1b8","Epor"
"Klk1b8","Ntrk1"
"Klk1b9","Epor"
"Klk1b9","Ntrk1"
"Klkb1","F12"
"Kng1","Bdkrb1"
"Kng1","Bdkrb2"
"Kng1","Cd93"
"Kng1","Gp1ba"
"Kng1","Gpr135"
"Kng1","Itgb2"
"Kng1","Itgb2l"
"Kng1","Plaur"
"Kng1","Rxfp4"
"Kng1","Sdc2"
"Kng2","Bdkrb1"
"Kng2","Bdkrb2"
"Kng2","Cd93"
"Kng2","Gp1ba"
"Kng2","Gpr135"
"Kng2","Itgb2"
"Kng2","Itgb2l"
"Kng2","Plaur"
"Kng2","Rxfp4"
"Kng2","Sdc2"
"L1cam","Alcam"
"L1cam","Cd9"
"L1cam","Chl1"
"L1cam","Cntn1"
"L1cam","Egfr"
"L1cam","Ephb2"
"L1cam","Erbb2"
"L1cam","Erbb3"
"L1cam","Ezr"
"L1cam","Fgfr1"
"L1cam","Itga4"
"L1cam","Itga5"
"L1cam","Itgav"
"L1cam","Itgb3"
"L1cam","Itgb7"
"L1cam","L1cam"
"L1cam","Lvrn"
"L1cam","Ncam1"
"L1cam","Nrp1"
"L1cam","Plxna1"
"L1cam","Ptprz1"
"Lama1","Cd44"
"Lama1","Dag1"
"Lama1","Itga1"
"Lama1","Itga2"
"Lama1","Itga3"
"Lama1","Itga6"
"Lama1","Itga7"
"Lama1","Itga9"
"Lama1","Itgav"
"Lama1","Itgb1"
"Lama1","Itgb4"
"Lama1","Itgb8"
"Lama1","Nt5e"
"Lama1","Rpsa"
"Lama1","Sv2a"
"Lama1","Tmprss6"
"Lama2","Dag1"
"Lama2","Itga1"
"Lama2","Itga2"
"Lama2","Itga3"
"Lama2","Itga6"
"Lama2","Itga7"
"Lama2","Itga9"
"Lama2","Itgb1"
"Lama2","Itgb4"
"Lama2","Rpsa"
"Lama3","Itga3"
"Lama3","Itga6"
"Lama3","Itgb1"
"Lama3","Itgb4"
"Lama3","Sdc2"
"Lama4","Itga3"
"Lama4","Itga6"
"Lama4","Itga9"
"Lama4","Itgav"
"Lama4","Itgb1"
"Lama5","Bcam"
"Lama5","Cd151"
"Lama5","Dag1"
"Lama5","Itga2"
"Lama5","Itga3"
"Lama5","Itga6"
"Lama5","Itgb1"
"Lama5","Itgb4"
"Lama5","Sdc1"
"Lama5","Sv2a"
"Lamb1","Cd151"
"Lamb1","Itga1"
"Lamb1","Itga2"
"Lamb1","Itga3"
"Lamb1","Itga6"
"Lamb1","Itga7"
"Lamb1","Itga9"
"Lamb1","Itgav"
"Lamb1","Itgb1"
"Lamb1","Itgb4"
"Lamb1","Itgb8"
"Lamb2","Itga3"
"Lamb2","Itga6"
"Lamb2","Itgb1"
"Lamb2","Itgb4"
"Lamb2","Rpsa"
"Lamb3","Cd151"
"Lamb3","Itga2"
"Lamb3","Itga3"
"Lamb3","Itga6"
"Lamb3","Itgb1"
"Lamb3","Itgb4"
"Lamc1","Itga1"
"Lamc1","Itga2"
"Lamc1","Itga3"
"Lamc1","Itga6"
"Lamc1","Itga7"
"Lamc1","Itgav"
"Lamc1","Itgb1"
"Lamc1","Itgb4"
"Lamc2","Cd151"
"Lamc2","Itga2"
"Lamc2","Itga3"
"Lamc2","Itga6"
"Lamc2","Itga9"
"Lamc2","Itgb1"
"Lamc2","Itgb4"
"Lamc3","Cd44"
"Lamc3","Dag1"
"Lamc3","Itga1"
"Lamc3","Itga2"
"Lamc3","Itga3"
"Lamc3","Itga6"
"Lamc3","Itga7"
"Lamc3","Itga9"
"Lamc3","Itgav"
"Lamc3","Itgb1"
"Lamc3","Itgb4"
"Lamc3","Itgb8"
"Lamc3","Sv2c"
"Layn","Gp5"
"Layn","Ly6g6f"
"Lcn11","Ptprc"
"Lcn2","Fcgr3"
"Lcn2","Fcgr2b"
"Lcn2","Lrp2"
"Leap2","Ghsr"
"Lefty1","Acvr1b"
"Lefty1","Acvr2a"
"Lefty1","Acvr2b"
"Lefty2","Acvr1b"
"Lefty2","Acvr2a"
"Lefty2","Acvr2b"
"Lep","Islr2"
"Lep","Lepr"
"Lep","Lrp2"
"Lfng","Notch1"
"Lfng","Notch2"
"Lgals1","Cd69"
"Lgals1","Itgb1"
"Lgals1","Ptprc"
"Lgals3","Anxa2"
"Lgals3","Eng"
"Lgals3","Lag3"
"Lgals3","Mcam"
"Lgals3","Ptprk"
"Lgals3bp","Cd33"
"Lgals3bp","Itgb1"
"Lgi1","Adam23"
"Lgi1","Rtn4r"
"Lgi2","Adam23"
"Lgi3","Adam23"
"Lgi3","Stx1a"
"Lgi4","Adam23"
"Lhb","Adcyap1r1"
"Lhb","Adrb2"
"Lhb","Adrb3"
"Lhb","Gpr20"
"Lhb","Gpr84"
"Lhb","Lhcgr"
"Lhb","Pth1r"
"Lhb","Ramp2"
"Lhb","Ramp3"
"Lhb","Tshr"
"Lhb","Vipr1"
"Lif","Il6st"
"Lif","Lifr"
"Lilr4b","Cntfr"
"Lilr4b","Fgfr4"
"Lilr4b","Lair1"
"Lilra5","Cntfr"
"Lilra5","Lair1"
"Lilra6","Cd300e"
"Lilra6","Cntfr"
"Lilra6","Lair1"
"Lilra6","Lctl"
"Lilra6","Ly6g6f"
"Lilrb4a","Cntfr"
"Lilrb4a","Fgfr4"
"Lilrb4a","Lair1"
"Lin7a","Slc6a12"
"Lin7b","Aqp1"
"Lin7b","Kcnj4"
"Lin7c","Abca1"
"Lin7c","Htr2c"
"Lin7c","Kcnj4"
"Lingo4","Nfasc"
"Lipc","Lrp1"
"Liph","Lpar1"
"Liph","Lpar2"
"Liph","Lpar4"
"Lpl","Gpihbp1"
"Lpl","Lrp1"
"Lpl","Lrp2"
"Lpl","Sdc1"
"Lpl","Vldlr"
"Lrch4","Cadm3"
"Lrfn1","Ptprs"
"Lrfn3","Fcrl1"
"Lrfn4","Ptprd"
"Lrfn4","Ptprs"
"Lrfn5","Ptprd"
"Lrfn5","Ptprf"
"Lrfn5","Ptprs"
"Lrfn5","Tie1"
"Lrfn5","Tnfrsf14"
"Lrig1","Egfr"
"Lrig1","Erbb2"
"Lrig1","Erbb3"
"Lrig1","Erbb4"
"Lrig1","Met"
"Lrig1","Mog"
"Lrig2","Egfr"
"Lrit1","Fcrl1"
"Lrit1","Siglech"
"Lrit1","Siglecf"
"Lrit1","Cd33"
"Lrit2","Ptprd"
"Lrit2","Siglecg"
"Lrp1b","Plaur"
"Lrpap1","Cd320"
"Lrpap1","Lrp1"
"Lrpap1","Sirpa"
"Lrrc4","Neto2"
"Lrrc4","Ntng2"
"Lrrc4","Prss55"
"Lrrc4b","Gm36028"
"Lrrc4b","Ptprd"
"Lrrc4b","Ptprf"
"Lrrc4b","Ptprs"
"Lrrc4b","Unc5d"
"Lrrc4c","Gm36028"
"Lrrc4c","Ldlr"
"Lrrc4c","Lrrtm4"
"Lrrc4c","Ntm"
"Lrrc4c","Ntng1"
"Lrrc4c","Siglec15"
"Lrrc4c","Siglece"
"Lrrc4c","Siglecf"
"Lrrc4c","Tmem53"
"Lrrc4c","Unc5a"
"Lrrc52","Cd300lb"
"Lrrc52","Trem2"
"Lrrn1","Lrrc4"
"Lrrn1","Lrrc4c"
"Lrrn1","Unc5a"
"Lrrn2","Tmem123"
"Lrrtm2","Fgfr3"
"Lrrtm2","Fgfr4"
"Lrrtm2","Igdcc4"
"Lrrtm2","Mog"
"Lrrtm2","Oscar"
"Lrrtm2","Prtg"
"Lrrtm2","Treml2"
"Lrrtm2","Unc5a"
"Lrrtm3","Mog"
"Lrrtm3","Ngfr"
"Lrtm2","Il6ra"
"Lsamp","Negr1"
"Lsamp","Opcml"
"Lta","Ltbr"
"Lta","Tnfrsf14"
"Lta","Tnfrsf1a"
"Lta","Tnfrsf1b"
"Ltb","Cd40"
"Ltb","Ltbr"
"Ltb","Tnfrsf1a"
"Ltbp1","Itgb5"
"Ltbp3","Itgb5"
"Ltf","Ager"
"Ltf","Boc"
"Ltf","Igdcc4"
"Ltf","Il1rl1"
"Ltf","Lrp1"
"Ltf","Lrp11"
"Ltf","Tfrc"
"Ltf","Tnfrsf11b"
"Ltf","Treml2"
"Lum","Itgb1"
"Lvrn","Vsig8"
"Ly6g5c","Pgap6"
"Ly6g6f","Csf1r"
"Ly6g6f","Ddr1"
"Ly6g6f","Layn"
"Ly6g6f","Lilra5"
"Ly6g6f","Lilra6"
"Ly6g6f","Pira1"
"Ly6g6f","Pira2"
"Ly6g6f","Pira6"
"Ly6g6f","Pirb"
"Ly6g6f","Gm14548"
"Ly6g6f","Gm15448"
"Ly6g6f","Pira12"
"Ly6g6f","Lilra5"
"Ly6g6f","Pira13"
"Ly6g6f","Robo3"
"Ly86","Cd180"
"Ly9","Tnfrsf17"
"Lypd6","Il20ra"
"Lyz1","Itgal"
"Lyz2","Itgal"
"Madcam1","Cd44"
"Madcam1","Itga4"
"Madcam1","Itgb7"
"Madcam1","Siglece"
"Mag","Mag"
"Mansc1","Gpr55"
"Matn1","Itga1"
"Matn1","Itgb1"
"Mbl2","C1qb"
"Mbl2","Calcr"
"Mbl2","Cd93"
"Mbl2","Lrp1"
"Mcam","Cd226"
"Mcam","Cntn1"
"Mcam","Fgfr4"
"Mcam","Tmem132a"
"Mdk","Alk"
"Mdk","Itga4"
"Mdk","Itga6"
"Mdk","Itgb1"
"Mdk","Lrp1"
"Mdk","Lrp2"
"Mdk","Notch2"
"Mdk","Ptprb"
"Mdk","Ptprz1"
"Mdk","Sdc1"
"Mdk","Sdc2"
"Mdk","Sdc3"
"Mdk","Sdc4"
"Mdk","Tspan1"
"Megf10","Abca1"
"Meltf","Tfrc"
"Mfap2","Notch1"
"Mfap3l","Ceacam1"
"Mfap3l","Ceacam2"
"Mfap3l","Mpzl2"
"Mfap5","Notch1"
"Mfge8","Itgav"
"Mfge8","Itgb3"
"Mfge8","Itgb5"
"Mfge8","Pdgfrb"
"Mfng","Notch1"
"Mfng","Notch2"
"Mia","Cdh7"
"Mia","Itga4"
"Mia","Itga5"
"Mia","Itgb1"
"Mif","Ackr3"
"Mif","Cd44"
"Mif","Cd74"
"Mif","Cxcr2"
"Mif","Cxcr4"
"Mif","Egfr"
"Mill1","Hcst"
"Mill1","Klrk1"
"Mill1","Pcdhac1"
"Mill2","Hcst"
"Mill2","Klrk1"
"Mill2","Pcdhac1"
"Mmp12","F12"
"Mmp12","Plaur"
"Mmp13","F12"
"Mmp13","Lrp1"
"Mmp14","Adam9"
"Mmp14","Cd44"
"Mmp14","Ddr1"
"Mmp14","F12"
"Mmp14","Mmp13"
"Mmp14","Mmp2"
"Mmp14","Sdc1"
"Mmp15","Ddr1"
"Mmp16","Ddr1"
"Mmp16","Mmp2"
"Mmp1a","Cd44"
"Mmp1a","F2r"
"Mmp1a","Itga2"
"Mmp1b","Cd44"
"Mmp1b","F2r"
"Mmp1b","Itga2"
"Mmp2","Ccr2"
"Mmp2","Ddr1"
"Mmp2","Egfr"
"Mmp2","F2r"
"Mmp2","Fgfr1"
"Mmp2","Itgav"
"Mmp2","Itgb3"
"Mmp2","Lrp2"
"Mmp2","Pecam1"
"Mmp2","Sdc2"
"Mmp25","Mmp2"
"Mmp7","Cd151"
"Mmp7","Cd44"
"Mmp7","Erbb4"
"Mmp7","Itgb4"
"Mmp7","Mmp1a"
"Mmp7","Mmp1b"
"Mmp7","Sdc1"
"Mmp9","Cd44"
"Mmp9","Ddr1"
"Mmp9","Ephb2"
"Mmp9","Ifnar1"
"Mmp9","Itgam"
"Mmp9","Gm49368"
"Mmp9","Itgb2"
"Mmp9","Itgb2l"
"Mmp9","Lrp1"
"Mmp9","Reck"
"Mmp9","Tlr9"
"Mmrn2","Cd248"
"Mmrn2","Cd93"
"Mmrn2","Clec14a"
"Mpdz","Cldn1"
"Mpdz","Cldn4"
"Mpdz","Cldn13"
"Mpdz","Cldn5"
"Mpdz","Cldn8"
"Mpdz","F11r"
"Mpig6b","Ager"
"Mpig6b","Boc"
"Mpig6b","Il1rl1"
"Mpig6b","Oscar"
"Mpig6b","Robo1"
"Mpig6b","Tnfrsf21"
"Mpig6b","Unc5a"
"Mpig6b","Unc5d"
"Mpz","Il6ra"
"Mpz","Islr2"
"Mpz","Lilra5"
"Mpz","Lilra6"
"Mpz","Pira1"
"Mpz","Pira2"
"Mpz","Pira6"
"Mpz","Pirb"
"Mpz","Gm14548"
"Mpz","Gm15448"
"Mpz","Pira12"
"Mpz","Pira13"
"Mpz","Mpz"
"Mpz","Siglech"
"Mpz","Siglecf"
"Mpz","Cd33"
"Mpzl3","AU040320"
"Mpzl3","Mpzl2"
"Msmb","Gpr55"
"Msmp","Ccr2"
"Msn","Slc9a1"
"Mst1","Mst1r"
"Mstn","Acvr1b"
"Mstn","Acvr2a"
"Mstn","Acvr2b"
"Mstn","Tgfbr1"
"Muc1","Siglece"
"Muc4","Erbb2"
"Mug1","Mmp2"
"Mug1","Mmp9"
"Mug1","Sctr"
"Mug2","Mmp2"
"Mug2","Mmp9"
"Mug2","Sctr"
"Mxra8","Jam3"
"Myoc","Fzd1"
"Myoc","Fzd10"
"Myoc","Fzd3"
"Myoc","Fzd4"
"Myoc","Fzd7"
"Naaladl1","Cd96"
"Nampt","Adora2a"
"Nampt","Insr"
"Nampt","Itga5"
"Nampt","Itgb1"
"Ncam1","Cacna1c"
"Ncam1","Clec14a"
"Ncam1","Clec2l"
"Ncam1","Cntn1"
"Ncam1","Fgfr1"
"Ncam1","Fgfr2"
"Ncam1","Gfra1"
"Ncam1","Islr2"
"Ncam1","Ncam1"
"Ncam1","Nptn"
"Ncam1","Ptprs"
"Ncam1","Ptprz1"
"Ncam1","Robo1"
"Ncam1","Robo3"
"Ncan","Cdh2"
"Ncan","Sdc3"
"Ndp","Fzd4"
"Ndp","Lgr4"
"Ndp","Lrp5"
"Nectin1","Cadm3"
"Nectin1","Cd96"
"Nectin1","Fgfr1"
"Nectin1","Nectin1"
"Nectin1","Nectin3"
"Nectin1","Nectin4"
"Nectin2","Cd226"
"Nectin2","Cd96"
"Nectin2","Nectin2"
"Nectin2","Nectin3"
"Nectin2","Nectin4"
"Nectin2","Pvr"
"Nectin2","Pvrig"
"Nectin2","Tigit"
"Nectin3","Cadm1"
"Nectin3","Cadm3"
"Nectin3","Gucy2e"
"Nectin3","Nectin1"
"Nectin3","Nectin2"
"Nectin3","Pvr"
"Nectin3","Tigit"
"Nectin4","Gucy2e"
"Nectin4","Nectin1"
"Nectin4","Nectin2"
"Nectin4","Pvr"
"Nectin4","Tigit"
"Negr1","Igsf9b"
"Negr1","Negr1"
"Negr1","Ntm"
"Negr1","Opcml"
"Negr1","Tnfrsf17"
"Nell2","Robo3"
"Neo1","Hjv"
"Neo1","Rgmb"
"Neto2","Fcrl1"
"Neto2","Il18r1"
"Neto2","Lrrc4"
"Nfasc","Cntn1"
"Nfasc","Cntnap1"
"Nfasc","Nrcam"
"Nfasc","Nrp2"
"Ngf","Ngfr"
"Ngf","Ntrk1"
"Ngf","Sort1"
"Nid1","Col13a1"
"Nid1","Itga3"
"Nid1","Itgav"
"Nid1","Itgb1"
"Nid1","Itgb3"
"Nid1","Ptprf"
"Nid2","Col13a1"
"Nlgn1","Nrxn1"
"Nlgn1","Nrxn2"
"Nlgn1","Nrxn3"
"Nlgn2","Mdga1"
"Nlgn2","Nrxn1"
"Nlgn2","Nrxn2"
"Nlgn2","Nrxn3"
"Nlgn3","Cd2"
"Nlgn3","Mdga1"
"Nlgn3","Nrxn1"
"Nlgn3","Nrxn2"
"Nlgn3","Nrxn3"
"Nmb","Brs3"
"Nmb","Grpr"
"Nmb","Nmbr"
"Nms","Adra2a"
"Nms","Grm7"
"Nms","Mtnr1a"
"Nms","Nmur1"
"Nms","Nmur2"
"Nmu","Nmur1"
"Nmu","Nmur2"
"Nodal","Acvr1b"
"Nodal","Acvr1c"
"Nodal","Acvr2a"
"Nodal","Acvr2b"
"Nodal","Cfc1"
"Nodal","Tdgf1"
"Nog","Bmpr1a"
"Nog","Bmpr1b"
"Nog","Bmpr2"
"Npb","Adra2a"
"Npb","Grm7"
"Npb","Mtnr1a"
"Npb","Npbwr1"
"Npff","Mas1"
"Npff","Npffr1"
"Npff","Npffr2"
"Nphs1","Trpc6"
"Npnt","Itga8"
"Npnt","Itgb1"
"Nppa","Npr1"
"Nppa","Npr2"
"Nppa","Npr3"
"Nppb","Dpp4"
"Nppb","Fap"
"Nppb","Npr1"
"Nppb","Npr2"
"Nppb","Npr3"
"Nppc","Npr1"
"Nppc","Npr2"
"Nppc","Npr3"
"Nps","Adcyap1r1"
"Nps","Adrb2"
"Nps","Adrb3"
"Nps","Gpr20"
"Nps","Gpr84"
"Nps","Npsr1"
"Nps","Pth1r"
"Nps","Ramp2"
"Nps","Ramp3"
"Nps","Tshr"
"Nps","Vipr1"
"Nptx2","Nptxr"
"Npvf","Npffr1"
"Npvf","Npffr2"
"Npw","Adra2a"
"Npw","Grm7"
"Npw","Mtnr1a"
"Npw","Npbwr1"
"Npy","Fap"
"Npy","Mc4r"
"Npy","Npffr2"
"Npy","Npy1r"
"Npy","Npy2r"
"Npy","Npy4r"
"Npy","Npy4r"
"Npy","Npy5r"
"Npy","Prlhr"
"Nrg1","Egfr"
"Nrg1","Erbb2"
"Nrg1","Erbb3"
"Nrg1","Erbb4"
"Nrg1","Itgav"
"Nrg1","Itgb3"
"Nrg2","Erbb2"
"Nrg2","Erbb3"
"Nrg2","Erbb4"
"Nrg2","Lrrtm2"
"Nrg2","Mog"
"Nrg2","Mpig6b"
"Nrg2","Nrp2"
"Nrg3","Egfr"
"Nrg3","Erbb2"
"Nrg3","Erbb3"
"Nrg3","Erbb4"
"Nrg4","Egfr"
"Nrg4","Erbb2"
"Nrg4","Erbb4"
"Nrp1","Flt1"
"Nrp1","Kdr"
"Nrp1","Pdgfra"
"Nrp1","Pdgfrb"
"Nrp1","Plxna1"
"Nrp1","Tnfrsf11b"
"Nrtn","Gfra1"
"Nrtn","Gfra2"
"Nrtn","Gfra3"
"Nrtn","Ret"
"Nrxn1","Dag1"
"Nrxn1","Nlgn1"
"Nrxn1","Nlgn2"
"Nrxn1","Nlgn3"
"Nrxn1","Vstm2b"
"Nrxn2","Dag1"
"Nrxn2","Fgfr4"
"Nrxn2","Fgfrl1"
"Nrxn2","Igsf21"
"Nrxn2","Nlgn2"
"Nrxn2","Nlgn3"
"Nrxn2","Siglecf"
"Nrxn2","Siglece"
"Nrxn2","Tnfrsf11b"
"Nrxn2","Vstm2b"
"Nrxn3","Dag1"
"Nrxn3","Fgfr4"
"Nrxn3","Fgfrl1"
"Nrxn3","Nlgn2"
"Nrxn3","Nlgn3"
"Nrxn3","Tnfrsf11b"
"Nt5e","Fcrl1"
"Ntf3","Ngfr"
"Ntf3","Ntrk1"
"Ntf3","Ntrk2"
"Ntf3","Ntrk3"
"Ntf5","Ngfr"
"Ntf5","Ntrk1"
"Ntf5","Ntrk2"
"Ntf5","Ntrk3"
"Ntm","Amigo2"
"Ntm","Cd79b"
"Ntm","Lrrc4c"
"Ntm","Lrrn3"
"Ntm","Negr1"
"Ntm","Opcml"
"Ntm","Stab1"
"Ntm","Thsd7a"
"Ntm","Tnfrsf17"
"Ntm","Vsig8"
"Ntn1","Adora2b"
"Ntn1","Dcc"
"Ntn1","Neo1"
"Ntn1","Unc5a"
"Ntn1","Unc5b"
"Ntn1","Unc5c"
"Ntn1","Unc5d"
"Ntn3","Cdon"
"Ntn3","Neo1"
"Ntn4","Dcc"
"Ntn4","Unc5a"
"Ntng1","Cd300c"
"Ntng1","Cd300c2"
"Ntng1","Lrrc4c"
"Ntng1","Siglecf"
"Ntng1","Siglece"
"Ntng2","Lrrc4"
"Ntng2","Lrrc4c"
"Nts","Ntsr1"
"Nts","Ntsr2"
"Nts","Sort1"
"Nucb2","Erap1"
"Nxph1","Nrxn1"
"Nxph1","Nrxn2"
"Nxph1","Nrxn3"
"Nxph2","Nrxn1"
"Nxph3","Nrxn1"
"Nxph3","Nrxn2"
"Nxph3","Nrxn3"
"Nyx","Trpm1"
"Ocln","Cldn2"
"Ocln","Ocln"
"Ocln","Tgfbr1"
"Ocln","Tgfbr2"
"Ogn","H2-Eb2"
"Olfm2","Robo2"
"Omg","Lingo1"
"Omg","Ngfr"
"Omg","Rtn4r"
"Omg","Tnfrsf1b"
"Opcml","Negr1"
"Opcml","Ntm"
"Opcml","Opcml"
"Orm1","Ccr5"
"Orm3","Ccr5"
"Osm","Il6st"
"Osm","Lifr"
"Osm","Osmr"
"Ostn","Npr3"
"Oxt","Avpr1a"
"Oxt","Avpr1b"
"Oxt","Avpr2"
"Oxt","Oxtr"
"Pam","Dpp4"
"Pam","Fap"
"Pam","Fxyd1"
"Papln","Cd200"
"Papln","Nectin4"
"Papln","Sirpa"
"Patj","Cldn1"
"Pcdh15","Tmc1"
"Pcdh15","Tmc2"
"Pcdha1","Itgb1"
"Pcdha10","Itgb1"
"Pcdha11","Itgb1"
"Pcdha12","Itgb1"
"Pcdha2","Itgb1"
"Pcdha2","Pcdhga1"
"Pcdha2","Pcdhga10"
"Pcdha2","Pcdhga11"
"Pcdha2","Pcdhga12"
"Pcdha2","Pcdhga2"
"Pcdha2","Pcdhga3"
"Pcdha2","Pcdhga4"
